total_points,total_duration,difficulty_1,difficulty_2,difficulty_3,valid
26,29,18,28,28,0
18,16,21,12,8,1
0,39,16,6,18,1
26,0,8,14,8,0
21,52,34,15,11,0
10,21,6,30,17,1
1,29,38,48,15,0
13,18,19,55,8,0
4,2,16,15,0,1
16,20,23,44,26,0
18,14,14,44,12,1
30,12,25,15,15,0
29,0,36,42,17,0
6,42,25,5,17,1
26,51,30,19,3,0
25,0,31,39,23,0
8,45,36,47,16,0
14,1,0,17,28,0
16,34,17,56,27,0
1,9,36,17,10,0
19,13,18,39,26,0
16,55,30,5,6,0
22,28,27,15,28,0
29,38,2,23,12,0
1,28,17,8,28,0
30,46,38,25,20,0
10,39,28,57,19,0
28,46,21,36,21,0
19,11,18,25,22,0
27,50,31,29,26,0
3,0,11,14,23,0
25,12,26,52,25,0
27,31,6,33,1,0
16,32,22,1,21,0
7,29,22,59,18,0
3,11,40,38,6,0
24,20,22,45,11,0
1,29,3,35,21,0
12,41,16,60,4,0
13,3,23,17,22,0
3,27,28,26,5,1
13,28,22,55,21,0
11,7,21,59,15,0
3,39,18,1,8,1
25,0,16,51,2,0
28,19,17,6,13,0
25,53,0,39,23,0
15,45,13,10,10,1
6,49,3,29,6,0
13,49,5,31,24,0
30,37,11,20,25,0
8,14,13,12,20,1
9,2,16,50,6,1
0,23,3,10,27,0
22,33,8,54,1,0
12,25,26,41,25,0
10,32,39,39,18,0
10,54,11,2,15,0
19,19,2,58,6,0
25,31,4,12,18,0
28,26,15,36,14,0
2,34,1,33,1,1
29,36,28,18,25,0
21,30,17,28,12,0
8,36,17,3,2,1
3,19,36,44,24,0
1,45,3,26,20,1
14,5,31,8,0,0
1,43,35,49,20,0
15,44,4,49,16,1
22,32,12,37,26,0
12,18,15,55,27,0
24,37,31,19,17,0
19,41,4,9,10,1
0,41,37,60,26,0
24,5,26,55,1,0
10,48,5,21,10,0
29,0,21,43,7,0
24,50,7,2,27,0
19,1,6,18,28,0
16,25,21,2,26,0
0,15,11,3,17,1
12,31,0,60,23,0
17,0,6,22,14,1
19,13,10,17,1,1
3,44,40,0,8,0
3,8,15,3,2,1
3,42,21,49,19,1
30,41,31,25,2,0
12,51,13,25,18,0
4,7,5,9,13,1
19,8,19,10,30,0
29,48,2,30,28,0
17,48,32,52,7,0
24,46,26,50,21,0
15,43,5,29,17,1
19,46,38,7,23,0
17,28,31,14,13,0
14,45,22,16,11,1
11,47,31,49,16,0
10,53,21,33,20,0
26,6,14,42,16,0
13,38,24,44,5,1
2,51,7,30,23,0
28,31,5,26,13,0
17,37,2,6,25,0
3,13,36,35,27,0
2,13,10,46,27,0
3,3,14,4,26,0
0,0,7,47,0,1
27,41,16,16,25,0
24,43,1,38,25,0
12,44,27,58,14,0
9,34,5,36,3,1
9,5,16,29,20,1
30,31,5,0,19,0
22,10,17,48,8,0
4,9,19,58,17,0
3,33,36,4,7,0
6,50,19,47,5,0
26,55,5,9,5,0
29,16,6,48,24,0
21,21,39,11,19,0
23,36,10,35,16,0
30,22,32,54,7,0
21,21,18,40,25,0
3,33,6,43,22,0
6,41,23,41,5,1
23,35,10,9,14,0
30,33,16,7,6,0
21,27,6,8,3,0
29,5,6,44,19,0
9,14,33,38,3,0
5,25,31,31,5,0
11,48,4,53,9,0
11,19,17,0,14,1
29,19,38,11,0,0
19,21,15,36,20,1
1,7,16,30,29,0
9,29,40,15,12,0
23,7,19,28,5,0
30,53,15,46,25,0
29,26,29,54,1,0
20,0,25,55,8,0
3,54,7,52,12,0
8,3,26,38,18,1
21,44,2,27,26,0
28,2,35,33,5,0
6,46,37,0,22,0
13,23,18,20,23,0
7,32,29,17,28,0
7,27,10,53,24,0
14,43,22,36,26,0
16,39,17,5,4,1
4,50,13,52,10,0
19,49,8,37,13,0
17,0,29,47,4,1
3,17,34,32,29,0
22,46,34,45,4,0
26,24,20,39,14,0
30,37,8,34,12,0
18,21,0,24,7,1
26,21,28,24,11,0
24,55,27,60,30,0
28,41,21,34,22,0
30,3,13,58,28,0
10,35,4,27,12,1
7,36,25,56,10,0
26,18,24,36,2,0
17,26,12,34,14,1
8,18,21,18,20,1
21,48,19,48,16,0
18,1,18,13,30,0
1,35,38,0,1,0
15,2,34,10,26,0
5,39,33,4,4,0
30,8,16,9,29,0
14,18,26,27,27,0
0,47,4,16,15,0
30,50,28,32,18,0
29,28,24,3,22,0
21,50,14,28,12,0
0,3,20,14,25,0
20,10,23,8,28,0
28,29,30,52,20,0
2,18,17,29,17,1
21,41,22,28,19,0
6,30,34,1,10,0
21,6,16,3,28,0
3,26,19,16,19,1
14,27,21,60,19,0
26,53,14,55,7,0
17,34,19,18,21,0
1,34,27,40,30,0
26,37,22,48,30,0
13,6,5,2,2,1
7,31,31,5,8,0
15,37,29,59,3,0
14,17,35,33,26,0
10,34,11,13,27,0
23,3,31,14,0,0
23,42,16,26,30,0
11,34,5,3,3,1
2,25,26,60,27,0
15,22,27,51,10,0
20,3,28,13,2,1
29,20,19,49,24,0
9,7,15,31,16,1
20,31,22,50,27,0
2,5,25,58,2,0
17,46,24,7,27,0
2,17,6,30,0,1
24,35,37,23,6,0
27,43,25,52,18,0
20,25,29,35,20,1
5,46,29,60,4,0
27,51,27,33,13,0
10,14,2,37,1,1
4,8,24,42,12,1
23,37,1,59,16,0
2,20,40,52,16,0
19,20,1,53,7,0
4,49,19,25,16,0
23,17,31,19,12,0
18,2,8,40,22,0
17,12,1,59,24,0
13,43,4,30,27,0
26,25,7,36,2,0
17,30,35,42,5,0
7,1,16,40,21,0
8,4,33,55,1,0
10,22,16,40,14,1
8,38,38,36,15,0
5,5,2,47,8,1
22,48,19,14,22,0
16,34,15,22,6,1
2,44,12,2,17,1
8,31,3,55,1,0
30,1,3,18,1,0
15,33,2,35,29,0
8,45,37,58,14,0
21,2,21,49,28,0
6,47,35,42,14,0
3,26,32,40,30,0
24,27,34,6,27,0
26,23,25,21,25,0
20,12,28,50,3,1
18,22,10,26,13,1
3,44,6,21,16,1
26,18,30,55,6,0
20,20,31,25,8,0
29,44,32,5,3,0
18,1,27,9,5,1
26,29,32,60,16,0
20,23,9,10,23,0
27,45,26,41,1,0
21,22,0,33,27,0
28,40,34,49,26,0
29,20,0,15,28,0
19,28,39,11,8,0
29,53,11,11,3,0
4,12,37,48,25,0
14,51,29,51,25,0
19,47,14,5,1,0
3,17,35,18,26,0
0,47,2,36,4,0
26,41,35,2,26,0
29,21,5,18,2,0
25,15,11,17,6,0
7,10,4,19,29,0
26,55,31,29,15,0
0,34,18,53,20,0
3,7,13,30,15,1
22,28,40,41,18,0
24,25,21,28,4,0
29,10,1,39,11,0
28,43,36,36,26,0
15,10,16,38,17,1
30,19,25,36,1,0
17,38,24,36,21,0
8,1,38,20,7,0
18,52,33,33,14,0
10,0,23,51,13,0
4,45,30,55,9,0
1,52,15,51,12,0
6,26,33,60,16,0
14,47,21,43,17,0
1,12,18,45,17,1
20,21,25,20,22,0
2,24,40,23,4,0
27,41,34,2,30,0
26,27,13,49,22,0
22,39,39,26,22,0
8,46,18,46,23,0
21,18,35,36,0,0
21,31,39,4,11,0
2,49,17,6,18,0
5,50,23,60,21,0
18,53,39,49,9,0
30,25,0,34,7,0
7,17,1,48,15,1
14,35,26,37,25,0
19,29,36,1,0,0
7,23,2,18,0,1
5,35,22,7,19,1
9,33,2,35,18,1
26,26,37,0,25,0
1,45,22,26,21,0
3,44,11,43,13,1
8,26,9,34,24,0
30,12,10,52,2,0
25,47,32,6,20,0
30,19,6,38,5,0
14,13,27,50,30,0
15,44,35,24,25,0
2,50,33,22,21,0
27,28,36,13,21,0
28,55,36,4,15,0
9,42,20,1,2,1
7,16,32,12,8,0
27,54,0,28,3,0
24,15,12,27,4,0
11,34,38,11,0,0
22,17,10,23,12,0
11,3,26,50,30,0
10,28,11,7,14,1
30,51,12,31,1,0
2,15,38,38,3,0
25,19,8,33,22,0
13,32,18,48,26,0
3,4,35,0,14,0
4,17,40,16,27,0
23,2,7,28,3,0
28,53,18,50,7,0
22,29,34,45,30,0
19,40,35,20,30,0
4,35,25,3,25,0
6,53,6,33,11,0
28,41,39,9,7,0
10,14,7,21,2,1
6,33,10,42,18,1
12,55,23,52,6,0
30,52,33,29,29,0
24,47,19,58,15,0
0,15,2,6,17,1
13,16,21,54,16,0
18,42,21,49,24,0
15,53,2,39,8,0
21,33,12,53,5,0
6,8,4,55,13,0
17,51,9,1,15,0
21,50,21,22,29,0
18,38,26,21,11,1
10,35,35,22,11,0
27,32,18,46,26,0
18,5,24,3,5,1
22,19,15,10,0,0
7,46,30,4,13,0
6,7,21,19,29,0
12,12,40,1,30,0
30,20,30,21,8,0
26,29,1,29,24,0
23,54,15,45,16,0
30,31,30,60,20,0
30,26,12,52,11,0
0,5,15,4,24,0
22,39,2,40,20,0
11,29,20,13,11,1
17,38,18,25,17,1
21,31,22,31,18,0
30,32,24,16,29,0
5,50,34,37,27,0
30,25,19,11,15,0
30,35,37,33,5,0
26,11,32,60,17,0
29,52,30,15,1,0
10,32,39,39,27,0
5,39,34,33,16,0
0,20,7,15,17,1
29,34,10,37,9,0
18,33,21,12,20,1
26,46,28,53,4,0
25,6,10,21,13,0
28,31,36,6,25,0
30,34,20,31,28,0
30,52,30,10,19,0
5,10,20,43,20,1
26,4,11,50,22,0
20,18,12,45,26,0
11,27,0,36,2,1
28,52,1,33,16,0
7,15,8,8,7,1
12,39,37,0,14,0
28,12,34,29,0,0
20,34,8,46,25,0
14,50,39,21,23,0
8,25,12,18,9,1
21,12,11,0,18,0
23,38,8,4,22,0
30,47,19,4,16,0
2,11,14,44,14,1
22,42,40,49,10,0
2,55,32,19,16,0
12,8,2,3,16,1
21,2,37,22,17,0
1,18,1,28,29,0
28,41,31,44,24,0
20,39,37,28,27,0
7,21,15,23,29,0
26,17,27,48,20,0
22,15,35,22,4,0
0,23,11,16,1,1
3,6,24,59,0,0
27,11,4,13,23,0
11,44,18,43,25,0
11,41,24,56,19,0
29,48,25,25,6,0
0,33,33,24,21,0
17,7,20,28,29,0
20,23,27,54,28,0
1,32,12,27,8,1
19,5,2,17,17,1
21,8,29,19,2,0
16,42,21,36,27,0
12,22,28,49,3,1
5,37,36,45,2,0
8,28,9,49,5,1
14,0,24,55,9,0
18,14,25,3,22,0
14,55,22,13,25,0
8,28,34,1,8,0
23,27,40,50,3,0
0,52,4,30,3,0
15,43,32,59,13,0
29,37,34,13,29,0
9,51,27,51,15,0
5,37,29,17,24,0
12,13,9,7,23,0
12,31,9,46,29,0
20,42,9,42,3,1
1,27,17,60,15,0
21,2,31,3,3,0
4,49,31,28,0,0
20,9,0,29,21,0
7,55,34,51,29,0
18,36,4,37,4,1
11,40,6,24,0,1
2,49,12,3,4,0
29,20,8,5,28,0
0,29,1,53,30,0
21,1,3,13,4,0
5,40,29,17,30,0
0,44,4,4,1,1
1,35,25,24,26,0
27,50,12,30,25,0
2,8,30,37,19,1
22,35,36,36,8,0
20,40,24,57,20,0
11,7,9,33,27,0
11,10,21,9,11,1
4,29,10,32,17,1
2,41,14,21,18,1
9,2,7,44,20,1
1,19,21,53,1,0
11,29,40,3,19,0
25,19,24,0,9,0
24,29,6,57,14,0
27,51,34,27,22,0
24,51,36,43,25,0
24,15,1,8,13,0
24,9,25,47,1,0
24,4,9,44,13,0
19,23,40,37,4,0
2,17,9,16,15,1
20,17,7,10,13,1
8,46,2,43,7,0
22,21,19,44,3,0
18,29,36,37,27,0
13,41,40,43,23,0
10,35,9,4,28,0
6,4,11,4,8,1
12,30,30,37,4,1
22,50,26,14,14,0
5,55,12,55,23,0
26,2,21,9,7,0
14,52,37,33,5,0
12,39,20,23,2,1
14,18,28,39,28,0
16,33,39,54,17,0
30,27,26,14,19,0
15,4,6,54,24,0
10,7,1,54,23,0
8,55,35,15,27,0
1,7,40,31,17,0
20,24,5,17,22,0
2,9,9,15,4,1
28,13,17,59,15,0
5,10,1,9,12,1
2,35,21,41,4,1
16,38,0,14,18,1
22,21,28,21,5,0
23,4,32,0,20,0
21,49,27,29,10,0
12,37,27,44,21,0
14,46,11,21,8,0
6,6,39,59,27,0
5,35,25,12,27,0
1,53,2,57,20,0
25,13,17,21,7,0
26,7,39,10,10,0
29,1,20,40,12,0
10,7,2,36,22,0
24,12,10,50,29,0
24,50,21,2,28,0
13,3,32,35,12,0
16,29,38,10,17,0
21,18,21,53,4,0
13,37,10,46,20,1
21,25,0,10,7,0
23,5,27,43,3,0
21,25,30,47,14,0
29,30,2,29,14,0
27,31,1,0,28,0
6,2,15,45,17,1
4,30,32,53,8,0
9,37,18,34,14,1
25,11,36,31,11,0
21,7,23,35,15,0
28,19,36,12,7,0
9,53,40,6,29,0
8,45,39,26,2,0
16,34,29,12,12,1
11,31,31,30,24,0
18,30,16,44,9,1
2,28,21,32,7,1
24,36,28,30,25,0
0,11,37,53,14,0
29,36,14,42,19,0
18,33,16,17,11,1
30,32,11,12,30,0
2,6,18,55,3,0
20,2,23,30,7,1
27,21,34,50,20,0
5,34,30,33,15,1
18,1,0,28,7,1
20,17,18,12,2,1
8,13,39,3,22,0
24,31,13,32,5,0
10,24,35,15,19,0
10,40,25,56,23,0
29,16,34,26,26,0
5,20,28,53,16,0
21,6,37,38,11,0
26,34,40,17,19,0
18,39,33,33,28,0
14,9,29,53,13,0
16,6,23,2,4,1
8,52,3,38,6,0
22,55,39,26,26,0
29,36,29,55,6,0
1,11,26,27,14,1
17,22,7,41,29,0
21,15,39,50,21,0
29,39,12,3,10,0
27,54,7,48,11,0
20,25,19,45,13,1
21,44,22,30,4,0
15,23,20,12,16,1
20,51,29,52,26,0
1,37,26,47,7,1
25,24,12,55,21,0
20,49,1,42,4,0
17,55,4,30,27,0
10,54,14,34,30,0
17,17,20,44,22,0
26,38,22,54,18,0
15,23,14,28,6,1
20,16,11,28,11,1
21,53,9,6,3,0
14,20,14,4,25,0
19,50,35,58,13,0
21,24,29,37,15,0
19,22,36,3,30,0
2,22,35,38,9,0
17,37,18,21,6,1
14,33,26,25,19,1
22,45,18,50,15,0
8,15,21,25,9,1
14,34,26,25,29,0
23,14,5,11,6,0
22,22,35,36,23,0
29,17,38,1,5,0
14,55,11,37,16,0
19,36,1,43,24,0
28,51,38,30,3,0
15,26,17,41,20,1
11,54,19,20,29,0
11,53,33,4,15,0
23,10,16,59,30,0
15,55,7,57,26,0
25,39,13,10,16,0
21,51,7,31,13,0
3,0,19,17,16,1
5,35,10,37,20,1
20,3,10,55,1,0
23,1,9,51,23,0
2,20,11,58,25,0
0,55,39,38,18,0
0,15,6,53,14,0
5,12,26,33,18,1
3,7,15,45,10,1
4,18,33,44,24,0
27,44,14,60,17,0
14,8,26,22,10,1
22,5,38,34,12,0
11,55,37,54,2,0
19,37,18,26,2,1
12,9,3,9,10,1
6,26,12,5,19,1
18,12,0,52,26,0
22,5,8,2,12,0
1,13,9,14,20,1
3,51,29,18,18,0
19,46,8,59,5,0
4,52,40,58,13,0
13,3,38,46,21,0
28,5,12,4,5,0
5,44,8,35,30,0
28,55,23,6,10,0
11,40,16,10,13,1
16,19,31,32,21,0
15,23,1,43,2,1
6,9,2,50,27,0
10,34,13,15,29,0
25,53,20,60,5,0
2,18,13,50,7,1
20,26,30,40,24,0
8,44,5,37,8,1
21,51,27,20,21,0
7,18,4,34,5,1
30,43,17,0,9,0
22,33,40,5,6,0
14,20,18,17,26,0
24,20,4,49,9,0
26,32,1,2,26,0
5,54,35,35,4,0
22,24,26,3,29,0
8,44,37,46,5,0
12,52,13,8,29,0
21,47,40,53,10,0
4,27,9,48,9,1
14,28,19,21,11,1
30,34,10,7,18,0
30,11,32,6,29,0
9,29,27,3,19,1
27,54,18,51,21,0
7,38,18,35,19,1
21,44,8,23,21,0
0,47,20,52,22,0
21,49,26,6,24,0
1,3,29,4,6,1
9,25,8,22,27,0
4,35,15,42,3,1
27,23,25,13,16,0
28,36,34,40,1,0
0,6,29,56,20,0
19,32,27,35,20,1
21,8,14,33,6,0
21,12,34,44,2,0
3,7,27,47,8,1
5,39,9,55,22,0
14,55,16,41,6,0
4,7,31,50,13,0
22,42,32,2,29,0
10,4,33,58,5,0
24,28,15,57,9,0
0,15,27,40,15,1
25,13,13,24,30,0
7,18,37,34,14,0
4,18,3,34,12,1
12,48,2,57,29,0
7,53,10,59,24,0
28,25,7,43,19,0
19,23,35,0,21,0
4,3,12,38,22,0
1,52,34,28,30,0
12,41,14,42,14,1
5,49,15,2,19,0
11,10,22,0,30,0
3,53,23,24,11,0
11,19,31,50,21,0
11,53,25,45,10,0
9,1,28,48,29,0
24,32,23,31,15,0
7,40,3,34,2,1
3,33,6,32,1,1
26,42,16,33,26,0
25,17,6,13,20,0
0,48,27,53,14,0
23,41,1,42,28,0
11,45,15,2,2,1
21,54,38,27,3,0
28,52,39,34,1,0
26,14,11,31,0,0
11,12,20,14,20,1
13,41,7,5,23,0
12,11,35,15,22,0
15,48,10,10,17,0
23,51,29,17,11,0
13,0,1,58,11,0
25,45,1,14,17,0
0,9,6,20,1,1
18,34,15,51,17,0
3,46,27,60,14,0
19,3,18,28,10,1
19,2,19,50,22,0
7,3,21,50,9,1
13,11,37,47,15,0
17,13,26,45,27,0
27,52,5,32,27,0
10,18,12,10,3,1
25,35,6,5,11,0
6,16,3,11,22,0
10,3,22,57,7,0
4,26,3,8,9,1
24,13,5,49,7,0
26,17,26,1,22,0
9,6,39,7,2,0
9,30,8,22,6,1
11,2,32,40,1,0
24,22,36,9,7,0
10,24,36,44,7,0
17,12,38,51,15,0
27,14,32,30,11,0
11,15,29,32,9,1
18,14,38,43,0,0
2,16,40,14,26,0
16,20,0,33,20,1
20,12,25,12,24,0
30,8,31,54,19,0
12,25,3,51,16,0
18,6,17,26,19,1
11,48,9,3,9,0
14,19,27,57,30,0
17,42,9,9,22,0
23,19,18,17,26,0
17,17,33,9,8,0
29,49,36,45,12,0
29,37,39,57,10,0
1,34,36,17,19,0
17,12,22,20,17,1
1,53,16,44,24,0
20,21,10,20,19,1
22,49,24,43,13,0
1,15,6,52,0,0
19,52,40,34,19,0
18,27,6,31,8,1
16,23,16,41,20,1
2,19,25,58,4,0
7,27,16,17,11,1
19,9,24,43,1,1
14,45,27,42,16,1
29,39,33,58,0,0
30,54,23,22,5,0
13,21,32,50,6,0
8,39,1,42,27,0
19,33,16,50,9,1
20,17,39,30,7,0
27,43,19,49,5,0
16,53,1,26,12,0
10,48,3,58,4,0
8,5,5,19,28,0
16,28,13,36,30,0
13,21,17,22,22,0
22,41,15,18,22,0
8,34,38,8,28,0
21,9,14,17,16,0
15,4,1,50,28,0
9,27,9,17,16,1
30,30,5,24,17,0
6,3,0,8,20,1
4,54,31,9,8,0
28,23,12,47,22,0
11,4,13,0,17,1
24,10,27,50,4,0
16,48,23,9,14,0
30,8,40,30,18,0
25,44,31,52,20,0
25,37,12,60,20,0
28,49,6,48,30,0
2,31,2,14,13,1
29,35,7,8,2,0
10,35,23,58,29,0
22,30,32,37,28,0
10,12,24,40,11,1
30,37,19,30,22,0
16,31,2,55,2,0
1,29,1,59,18,0
28,11,3,37,9,0
24,53,12,43,28,0
5,8,34,13,5,0
9,16,0,24,10,1
21,42,35,28,0,0
24,17,19,58,10,0
5,43,6,19,5,1
1,19,12,2,6,1
20,41,3,43,11,1
22,4,11,44,21,0
27,55,33,9,25,0
29,50,6,41,13,0
14,47,28,36,28,0
17,22,1,4,12,1
13,14,1,45,10,1
29,54,8,29,15,0
14,53,40,44,28,0
17,24,24,48,24,0
11,35,37,55,18,0
27,7,24,58,24,0
12,12,21,50,17,1
0,55,7,56,24,0
1,16,26,6,18,1
11,49,3,15,18,0
4,29,26,34,15,1
28,30,6,22,25,0
28,24,16,31,29,0
12,12,8,12,21,0
18,27,16,57,14,0
20,20,34,6,18,0
6,47,25,22,18,0
13,20,34,41,14,0
27,20,4,31,18,0
28,55,30,24,25,0
1,43,32,57,29,0
20,52,2,8,23,0
24,5,5,6,5,0
29,0,26,48,20,0
6,54,34,40,4,0
30,17,20,58,17,0
29,48,0,36,6,0
15,46,7,5,0,0
29,48,4,40,24,0
4,7,14,47,26,0
1,52,14,21,14,0
23,6,19,3,11,0
23,35,4,9,7,0
20,31,28,15,9,1
21,1,14,44,6,0
9,3,38,2,0,0
1,31,3,16,2,1
11,14,36,46,0,0
7,23,16,28,15,1
23,41,37,1,14,0
17,15,15,39,11,1
9,22,11,16,15,1
13,7,17,52,14,0
13,13,8,7,21,0
16,22,9,18,5,1
17,6,15,12,0,1
6,2,3,11,12,1
0,1,0,3,28,0
18,41,38,30,4,0
18,46,0,56,26,0
26,41,26,32,20,0
17,9,10,17,11,1
19,29,35,11,6,0
20,14,20,25,1,1
28,38,6,31,24,0
0,3,25,29,27,0
20,55,26,12,6,0
29,35,4,41,24,0
0,43,9,26,16,1
21,21,26,24,17,0
26,37,32,58,1,0
7,13,33,24,20,0
9,17,12,35,26,0
0,3,13,1,5,1
20,54,16,36,3,0
25,4,19,10,11,0
12,47,39,10,6,0
1,25,17,44,18,1
0,39,36,58,29,0
7,15,39,55,21,0
6,28,24,1,0,1
23,40,30,14,14,0
23,8,33,37,26,0
11,10,20,38,13,1
14,38,36,60,18,0
18,8,28,42,16,1
0,12,10,8,6,1
30,14,26,18,7,0
28,42,35,35,19,0
12,32,38,1,27,0
21,12,37,4,27,0
6,29,20,32,29,0
16,17,31,21,9,0
4,36,38,6,5,0
7,51,19,46,21,0
1,22,26,14,24,0
26,20,2,34,26,0
6,13,2,26,19,1
13,41,30,29,5,1
16,36,11,54,9,0
21,45,33,8,7,0
16,6,19,43,17,1
29,11,26,8,6,0
8,47,25,51,0,0
16,52,11,5,7,0
29,35,0,17,4,0
18,39,8,15,5,1
19,44,30,44,24,0
29,26,8,36,0,0
30,11,24,28,7,0
19,19,37,33,17,0
22,12,1,40,24,0
10,4,0,42,23,0
6,19,4,46,26,0
22,54,20,4,0,0
14,13,11,59,11,0
18,24,18,37,13,1
4,48,1,5,26,0
11,54,8,16,20,0
1,31,31,6,23,0
13,43,24,48,9,1
24,29,1,57,4,0
11,22,20,21,29,0
1,36,19,49,28,0
27,30,35,58,24,0
5,27,38,52,28,0
17,45,19,6,6,1
2,40,36,26,4,0
25,16,4,23,28,0
10,31,8,11,22,0
3,37,22,54,16,0
1,9,25,37,9,1
6,12,39,23,16,0
5,53,3,30,12,0
10,3,17,14,5,1
15,46,40,27,19,0
5,26,7,51,15,0
17,37,24,13,17,1
25,22,2,59,0,0
18,55,32,51,15,0
15,0,36,33,26,0
18,14,19,48,23,0
27,55,6,4,16,0
9,38,20,22,26,0
25,36,16,23,3,0
2,38,4,37,18,1
11,8,23,2,6,1
20,46,22,59,2,0
12,45,10,24,25,0
0,0,21,39,8,1
19,33,16,26,19,1
12,42,26,51,17,0
2,27,18,60,0,0
12,48,39,19,11,0
6,53,1,31,29,0
28,43,13,25,13,0
5,37,10,12,1,1
28,0,17,15,1,0
10,47,17,34,8,0
1,30,34,34,15,0
9,50,36,35,7,0
15,23,18,14,15,1
25,50,31,4,20,0
23,22,37,58,17,0
30,54,14,36,24,0
15,3,40,49,4,0
8,9,11,4,8,1
12,36,9,45,27,0
16,24,21,30,1,1
24,5,13,45,10,0
2,40,12,5,7,1
25,29,4,36,13,0
29,25,39,30,9,0
6,13,23,31,24,0
11,37,32,11,21,0
4,19,6,17,11,1
15,17,16,40,26,0
18,22,27,48,11,1
16,44,4,54,20,0
15,12,22,60,14,0
2,25,40,12,2,0
14,35,0,51,11,0
25,37,22,8,4,0
13,11,2,2,20,1
11,13,27,41,19,1
7,2,29,55,11,0
30,27,39,19,8,0
28,15,23,15,6,0
16,25,34,60,27,0
7,48,32,13,17,0
22,36,31,33,23,0
17,40,5,56,16,0
23,46,5,47,23,0
28,13,23,7,26,0
27,46,24,31,2,0
28,37,14,19,30,0
14,1,22,36,25,0
24,14,15,6,13,0
3,35,0,13,16,1
30,24,2,14,19,0
15,32,32,12,30,0
30,4,12,42,12,0
28,26,8,50,22,0
2,27,13,38,27,0
14,51,5,6,23,0
6,24,2,29,21,0
9,52,27,5,18,0
13,9,5,47,3,1
2,22,6,14,21,0
29,13,17,31,23,0
28,35,31,5,15,0
29,5,37,47,22,0
7,26,8,26,26,0
11,49,6,57,25,0
24,27,7,32,0,0
16,36,23,14,29,0
22,13,31,15,29,0
17,14,4,1,21,0
10,43,21,48,18,1
4,33,2,15,12,1
24,34,21,37,30,0
17,30,9,15,22,0
9,39,8,38,19,1
6,44,26,29,15,1
28,27,12,54,17,0
2,2,39,50,22,0
9,15,13,9,7,1
9,38,19,39,3,1
21,9,40,27,11,0
23,36,30,32,12,0
0,9,20,20,4,1
22,40,37,3,8,0
23,42,24,35,8,0
28,46,30,12,29,0
25,28,2,30,14,0
10,32,25,2,26,0
24,4,5,55,22,0
6,43,26,33,26,0
28,32,16,23,7,0
30,48,37,22,0,0
24,44,36,50,13,0
27,40,28,14,21,0
19,30,28,50,2,1
11,22,18,9,3,1
12,50,9,50,20,0
28,53,4,22,25,0
14,47,37,49,17,0
25,55,21,29,15,0
21,13,10,32,28,0
28,31,34,32,2,0
30,55,32,59,6,0
1,15,16,40,21,0
16,34,29,0,23,0
21,36,2,33,19,0
8,38,38,2,20,0
14,24,30,7,25,0
2,4,3,15,29,0
13,55,31,47,5,0
8,42,12,57,1,0
27,22,9,60,3,0
23,5,40,12,14,0
9,23,28,19,11,1
29,6,3,44,1,0
28,37,17,56,2,0
28,26,16,15,28,0
0,10,9,2,29,0
9,3,19,17,12,1
17,46,34,36,15,0
17,22,29,45,11,1
27,8,12,33,10,0
1,52,5,43,23,0
16,18,30,47,14,1
20,3,28,11,13,1
16,28,6,43,29,0
17,19,33,8,15,0
24,37,11,40,1,0
16,53,2,25,19,0
13,16,16,25,6,1
0,43,37,10,17,0
2,21,13,51,4,0
9,45,25,53,22,0
0,50,18,36,9,0
10,26,17,57,24,0
22,11,36,27,28,0
28,33,22,16,4,0
8,55,20,46,26,0
6,43,25,21,26,0
26,48,14,29,26,0
14,12,35,13,1,0
26,13,5,12,26,0
22,33,39,3,26,0
30,35,39,47,27,0
15,44,22,33,17,1
17,12,37,34,2,0
18,34,0,43,4,1
30,31,6,23,12,0
26,3,35,41,13,0
19,37,3,30,21,0
30,13,37,6,0,0
10,10,27,16,19,1
21,6,32,38,6,0
1,24,35,12,28,0
8,21,34,40,11,0
22,31,16,46,20,0
14,3,12,1,16,1
22,49,4,43,21,0
2,21,0,41,11,1
15,14,35,17,0,0
22,45,8,51,24,0
0,8,38,49,14,0
20,49,25,14,18,0
3,10,25,17,2,1
17,36,10,59,24,0
25,39,32,6,24,0
9,2,8,3,20,1
19,30,20,30,2,1
4,25,3,32,3,1
4,20,35,8,5,0
11,54,8,46,25,0
26,13,15,33,1,0
11,13,4,34,11,1
21,8,18,6,18,0
6,37,28,4,24,0
23,7,35,48,0,0
21,16,6,45,14,0
13,24,28,3,16,1
25,40,23,8,25,0
5,11,38,29,7,0
3,1,18,47,22,0
20,42,2,49,17,1
23,38,21,52,3,0
4,23,30,20,20,1
7,24,11,45,2,1
22,35,0,48,5,0
22,2,34,30,0,0
26,55,14,44,5,0
10,35,39,23,13,0
2,37,15,33,14,1
21,26,18,26,6,0
27,50,11,15,17,0
19,20,24,58,10,0
23,37,24,2,0,0
19,14,13,2,12,1
3,0,4,28,15,1
25,46,15,52,6,0
17,7,16,42,14,1
14,37,0,0,12,1
9,8,31,18,24,0
13,51,9,5,27,0
24,50,31,47,12,0
10,48,30,51,2,0
20,36,17,58,14,0
30,21,1,39,12,0
14,15,23,0,28,0
13,10,30,3,22,0
27,50,15,53,15,0
19,43,32,19,13,0
14,47,10,24,17,0
9,31,3,50,25,0
6,46,24,22,8,0
6,33,13,11,8,1
